epoch,albedo_constancy_loss,albedo_symmetry_loss,image_reconstruction_loss,landmark_loss,projection_loss,regularization_loss,shape_reconstruction_loss,shape_smoothness_loss,texture_reconstruction_loss,total_loss,val_albedo_constancy_loss,val_albedo_symmetry_loss,val_image_reconstruction_loss,val_landmark_loss,val_projection_loss,val_regularization_loss,val_shape_reconstruction_loss,val_shape_smoothness_loss,val_texture_reconstruction_loss,val_total_loss
37,0.06038317084312439,0.013946046121418476,2.483548641204834,0.2598426342010498,1.1520367860794067,0.5389427542686462,0.668040931224823,0.011239049956202507,1.8856287002563477,4.52967643737793,0.06075675040483475,0.011200465261936188,2.288761854171753,0.32361000776290894,0.9313337206840515,0.5339412093162537,4.420770645141602,0.012752619571983814,1.8997539281845093,8.133362770080566
38,0.05857815220952034,0.010395145043730736,2.506530523300171,0.23992229998111725,1.0950006246566772,0.5333017706871033,0.6053059697151184,0.010692490264773369,1.8581109046936035,4.352729797363281,0.05971378833055496,0.009742815978825092,2.5108120441436768,0.2910333573818207,1.088645100593567,0.5327408313751221,0.5816789865493774,0.019457459449768066,1.8492182493209839,4.3725175857543945
39,0.06047496944665909,0.01234108954668045,2.503100633621216,0.32999807596206665,1.2091604471206665,0.5287497043609619,0.791184663772583,0.010399231687188148,1.9231263399124146,4.80496072769165,0.05478006973862648,0.018189607188105583,2.1592066287994385,0.8817580342292786,1.7184691429138184,0.5251120924949646,3.0334079265594482,0.020871978253126144,2.103189468383789,8.30099868774414
40,0.05981465429067612,0.009854143485426903,2.5004827976226807,0.24888712167739868,1.1260533332824707,0.5246590971946716,0.599151074886322,0.009893455542623997,1.87468683719635,4.393186569213867,0.05221094563603401,0.011671412736177444,2.181227207183838,0.36019736528396606,1.3515396118164062,0.524214506149292,0.668580949306488,0.021945519372820854,2.152799129486084,5.090948581695557
41,0.06158242002129555,0.01365000382065773,2.4807286262512207,0.24030540883541107,1.1179249286651611,0.5209296345710754,0.669834315776825,0.009122609160840511,1.872193455696106,4.4439616203308105,0.052706245332956314,0.015568368136882782,2.113176107406616,0.4055086374282837,1.1864559650421143,0.5177611708641052,2.6003687381744385,0.003127114148810506,2.032641887664795,6.7614312171936035
42,0.06238486245274544,0.010242961347103119,2.4489691257476807,0.22492602467536926,1.0689826011657715,0.5174446105957031,0.6100647449493408,0.009089283645153046,1.8599225282669067,4.3006720542907715,0.053684301674366,0.009397582150995731,2.233029365539551,0.16830265522003174,0.7755985856056213,0.5171153545379639,0.6203656792640686,0.004501193296164274,1.778920292854309,3.8742010593414307
43,0.06244197487831116,0.014436803758144379,2.4474501609802246,0.219816654920578,1.0501668453216553,0.514657199382782,0.6733424067497253,0.009044528938829899,1.847426176071167,4.3288893699646,0.06602790206670761,0.012592660263180733,2.332608222961426,0.2799866795539856,0.9334381818771362,0.5117987990379333,1.9414923191070557,0.010700359009206295,1.77138352394104,5.461392879486084
44,0.06650751084089279,0.012185113504529,2.4448301792144775,0.20041398704051971,0.9670069217681885,0.5115092396736145,0.6144522428512573,0.007990106008946896,1.8352677822113037,4.148826599121094,0.06783056259155273,0.011468852870166302,2.2417941093444824,0.27851688861846924,1.502028465270996,0.5112450122833252,0.6384076476097107,0.008943581953644753,1.8731942176818848,4.82380485534668
45,0.06353460252285004,0.01464119739830494,2.439202308654785,0.1890578269958496,0.9809955954551697,0.5088794827461243,0.6308885216712952,0.007411851081997156,1.8439918756484985,4.175865173339844,0.06376763433218002,0.012035383842885494,2.526756525039673,0.28970789909362793,1.1770217418670654,0.5066192150115967,2.0239014625549316,0.006452962290495634,1.7318544387817383,5.747593402862549
46,0.06366582959890366,0.009365454316139221,2.5739004611968994,0.756442666053772,1.740160346031189,0.5077990293502808,0.663529098033905,0.013386129401624203,1.975057601928711,5.665736675262451,0.06813210994005203,0.008533715270459652,2.167555332183838,0.9687683582305908,1.608607530593872,0.5082919597625732,0.7171590924263,0.01672564074397087,2.1575915813446045,5.985678195953369
46,0.06295239180326462,0.010439770296216011,2.465885639190674,0.34806913137435913,1.1549406051635742,0.25357478857040405,0.6209213733673096,0.0012013113591820002,1.8645591735839844,4.253707408905029,0.0683714747428894,0.010119161568582058,2.6121020317077637,1.5005236864089966,2.895753860473633,0.2546895742416382,0.6496992707252502,0.002457347232848406,2.9890024662017822,8.302245140075684
46,0.0627513974905014,0.010492119938135147,2.4565489292144775,0.2158549278974533,1.0373305082321167,0.5064161419868469,0.60611891746521,0.000982094556093216,1.8123257160186768,4.189520359039307,0.0627075731754303,0.008359348401427269,2.5953564643859863,0.3958037197589874,1.2049109935760498,0.5063685774803162,0.6361452341079712,0.005151831079274416,2.3300700187683105,5.086809158325195
47,0.06402488797903061,0.013532093726098537,2.4554648399353027,0.22117134928703308,1.0056313276290894,0.5041687488555908,0.6522837281227112,0.0007462597568519413,1.8315398693084717,4.229072570800781,0.06513924896717072,0.015255453996360302,2.1384875774383545,0.32478010654449463,1.2685586214065552,0.5019056797027588,0.8079819679260254,0.0007429763791151345,2.0013744831085205,4.920599460601807
