epoch,albedo_constancy_loss,albedo_symmetry_loss,image_reconstruction_loss,landmark_loss,projection_loss,regularization_loss,shape_reconstruction_loss,shape_smoothness_loss,texture_reconstruction_loss,total_loss,val_albedo_constancy_loss,val_albedo_symmetry_loss,val_image_reconstruction_loss,val_landmark_loss,val_projection_loss,val_regularization_loss,val_shape_reconstruction_loss,val_shape_smoothness_loss,val_texture_reconstruction_loss,val_total_loss
0,0.10270129889249802,0.033792927861213684,0.9398627281188965,4.332766056060791,1.9420737028121948,3.9699456691741943,301.71173095703125,2.555260419845581,0.5094228982925415,311.0849914550781,0.023216569796204567,0.0023523869458585978,1.0620495080947876,1.8834131956100464,2.4422895908355713,3.9834444522857666,70.38601684570312,5.1628900109790266e-05,0.7372683882713318,75.45140838623047
1,0.0951184332370758,0.013288944959640503,0.9295985698699951,1.064949870109558,1.914465308189392,3.99316143989563,3.2996222972869873,1.7720543146133423,0.4001210927963257,8.464503288269043,0.07640991359949112,0.008939475752413273,0.9468765258789062,2.02400803565979,2.419865846633911,4.000967025756836,94.71011352539062,0.02101602405309677,0.5162006616592407,99.70014953613281
2,0.07903881371021271,0.008697859942913055,0.9973210692405701,0.9833747148513794,1.9026353359222412,4.0061821937561035,1.0465435981750488,1.4748376607894897,0.3817446827888489,5.797835826873779,0.07386215776205063,0.007662981748580933,0.9833340644836426,0.9562580585479736,2.42604923248291,4.011453628540039,1.2017523050308228,1.2902010679244995,0.3669547736644745,6.248879432678223
3,0.07057531923055649,0.006923620589077473,1.0380772352218628,0.9580387473106384,1.8937630653381348,4.0166778564453125,0.7621561288833618,1.1581065654754639,0.37526735663414,5.1542558670043945,0.06802539527416229,0.007398995105177164,1.0659579038619995,0.883634626865387,2.397015333175659,4.021918773651123,0.64556884765625,1.0089515447616577,0.36038967967033386,5.302959442138672
4,0.06765633076429367,0.006598047446459532,1.0531034469604492,0.9299635887145996,1.8866931200027466,4.027841567993164,0.703624427318573,0.9017816781997681,0.37175318598747253,4.800413608551025,0.06947707384824753,0.008487211540341377,1.0235955715179443,0.8441559672355652,2.4068872928619385,4.033752918243408,0.7271974682807922,0.7819162011146545,0.3701031506061554,5.138747692108154
5,0.06552393734455109,0.006300441455096006,1.050615668296814,0.9056930541992188,1.8738330602645874,4.040374755859375,0.6821244955062866,0.6941198706626892,0.3705231249332428,4.532593727111816,0.06540714204311371,0.0055236173793673515,1.0608962774276733,0.8247729539871216,2.3593382835388184,4.046808242797852,0.6501484513282776,0.5917773246765137,0.3581443727016449,4.7897047996521
6,0.06428597122430801,0.0060578384436666965,1.0583199262619019,0.8713853359222412,1.8620119094848633,4.054877758026123,0.6809611916542053,0.5107393264770508,0.36851802468299866,4.299672603607178,0.06240648403763771,0.007778356783092022,1.0537513494491577,0.8767772912979126,2.3843047618865967,4.063013076782227,0.6154729127883911,0.4215756952762604,0.3601251542568207,4.666033744812012
7,0.06321854889392853,0.005768311209976673,1.0531972646713257,0.8473092317581177,1.8423830270767212,4.0702409744262695,0.6627303957939148,0.042051732540130615,0.36885976791381836,3.76910138130188,0.06130992993712425,0.0050863586366176605,1.0561147928237915,0.78364098072052,2.3614394664764404,4.077415943145752,0.6388189792633057,0.04005127772688866,0.3585066497325897,4.187543869018555
8,0.06255710124969482,0.00565519230440259,1.0450636148452759,0.8047860860824585,1.8296966552734375,4.087098121643066,0.6785488128662109,0.04000243544578552,0.36899229884147644,3.7276830673217773,0.06416519731283188,0.005073138978332281,1.0006314516067505,0.8255846500396729,2.353776454925537,4.095159530639648,0.7839717864990234,0.03771739825606346,0.35924261808395386,4.365365982055664
9,0.06145993620157242,0.005593629088252783,1.0411138534545898,0.7861672639846802,1.8151365518569946,4.1039934158325195,0.6930913925170898,0.037294842302799225,0.3682844042778015,3.705569267272949,0.059656426310539246,0.004151839762926102,1.0277702808380127,0.7274073958396912,2.3409879207611084,4.113135814666748,0.6201006174087524,0.03489716351032257,0.3555319607257843,4.083077430725098
10,0.0615721195936203,0.006919908337295055,2.5565719604492188,0.7550334930419922,1.797245979309082,4.132227897644043,0.6980125904083252,0.034535523504018784,1.0097497701644897,4.30149507522583,0.05993017554283142,0.004944967105984688,2.4055817127227783,0.8229882121086121,2.3338797092437744,4.151031017303467,0.6220500469207764,0.03249513357877731,0.965314507484436,4.781672477722168
11,0.061393652111291885,0.006587057374417782,2.5697309970855713,0.7194133400917053,1.783369779586792,4.164661884307861,0.7131296396255493,0.0315728560090065,1.003021240234375,4.25709342956543,0.05732608959078789,0.004999746568500996,2.506605625152588,0.7727532982826233,2.3287105560302734,4.180152416229248,0.6095289587974548,0.029090413823723793,0.9556171894073486,4.700700283050537
12,0.06165037676692009,0.006316897924989462,2.5384681224823,0.6872103810310364,1.7664722204208374,4.19294548034668,0.739048182964325,0.028581250458955765,0.9983190894126892,4.225948810577393,0.0690569281578064,0.016438866034150124,2.420138359069824,0.6302446126937866,2.2876884937286377,4.20850944519043,0.6497135758399963,0.025956232100725174,0.9407479763031006,4.5507893562316895
13,0.06184816733002663,0.006769088562577963,2.4979918003082275,0.6479268074035645,1.744988203048706,4.224379539489746,0.7328567504882812,0.025241710245609283,0.9925227761268616,4.150304794311523,0.05988968536257744,0.0049668895080685616,2.560173749923706,0.6117424964904785,2.29475736618042,4.2378926277160645,0.6766626238822937,0.02322005294263363,0.9439197778701782,4.55526876449585
14,0.061084847897291183,0.006218672264367342,2.546154499053955,0.64798903465271,1.7263338565826416,4.251993656158447,0.7031114101409912,0.022655967622995377,0.9905415177345276,4.09684944152832,0.058277230709791183,0.00442681647837162,2.503413438796997,0.7007622718811035,2.326627731323242,4.2655415534973145,0.6133695840835571,0.020940689370036125,0.957383930683136,4.623510360717773
15,0.060895029455423355,0.006724979728460312,2.528902053833008,0.5805363655090332,1.69150972366333,4.281576633453369,0.7075850367546082,0.020562635734677315,0.9854338765144348,3.9923508167266846,0.06368498504161835,0.005653103813529015,2.350905418395996,0.6617357134819031,2.2333452701568604,4.295944690704346,0.6200324892997742,0.019465023651719093,0.9507898092269897,4.491021633148193
16,0.06220301240682602,0.006868028547614813,2.5133376121520996,0.5279870629310608,1.6516703367233276,4.311470985412598,0.7031117081642151,0.01854812726378441,0.9842546582221985,3.8924400806427,0.06323221325874329,0.006034539546817541,2.4503867626190186,0.6406683921813965,2.2867465019226074,4.327773571014404,0.6534639000892639,0.0166619885712862,0.952928900718689,4.55650520324707
17,0.06221939995884895,0.0065580084919929504,2.512819766998291,0.5163745880126953,1.6151456832885742,4.341299533843994,0.6801530122756958,0.016511213034391403,0.9784008860588074,3.8131422996520996,0.05670221894979477,0.004826193209737539,2.528369665145874,0.7606838345527649,2.3247008323669434,4.356124401092529,0.6210677027702332,0.01583668403327465,0.9542806148529053,4.681396007537842
18,0.06170313432812691,0.006621428299695253,2.5180861949920654,0.5121425986289978,1.5886480808258057,4.370919227600098,0.7212510704994202,0.014971849508583546,0.9772317409515381,3.8208675384521484,0.06303761154413223,0.0065549095161259174,2.4046170711517334,0.621121346950531,2.2684249877929688,4.385595321655273,0.7049186825752258,0.01396247185766697,0.9552009105682373,4.570183277130127
21,0.062106262892484665,0.006201275624334812,2.5390377044677734,0.4775621294975281,1.518182396888733,4.457305431365967,0.6633493304252625,0.056097786873579025,0.983417809009552,3.7048096656799316,0.06280431896448135,0.0058901445008814335,2.502289056777954,0.4796823263168335,1.8681225776672363,4.473295211791992,1.1165077686309814,0.05197983607649803,0.9439563155174255,4.46613883972168
22,0.0633799284696579,0.006279463414102793,2.5085501670837402,0.4452378749847412,1.5354366302490234,4.4864983558654785,0.6670805811882019,0.04385170713067055,0.9750176668167114,3.6729047298431396,0.060402072966098785,0.005924052558839321,2.582258701324463,0.46841612458229065,1.2798255681991577,4.500755310058594,0.7704895734786987,0.036371875554323196,0.962714672088623,3.52374267578125
23,0.062906414270401,0.006468604784458876,2.52528977394104,0.4130587875843048,1.4665981531143188,4.515583038330078,0.6737297773361206,0.0356067419052124,0.9727305769920349,3.5681912899017334,0.061244405806064606,0.004978343844413757,2.3953561782836914,0.6240018606185913,1.4591505527496338,4.531126022338867,0.6499438285827637,0.03155297413468361,0.9297279119491577,3.699355363845825
24,0.063699871301651,0.00648791017010808,2.527846097946167,0.41145169734954834,1.4127476215362549,4.546272277832031,0.718312680721283,0.02977106161415577,0.9674515724182129,3.54622220993042,0.06295525282621384,0.008913333527743816,2.4546425342559814,0.4829864203929901,1.6324982643127441,4.561111927032471,0.7316441535949707,0.029037874191999435,0.9336643218994141,3.818744421005249
24,0.05890364944934845,0.004196677356958389,2.529667854309082,0.4085139334201813,0.6255207061767578,4.531125545501709,0.4690382182598114,0.04031911864876747,0.7168669104576111,2.264455556869507,0.062016427516937256,0.007010571658611298,2.19767689704895,0.49397069215774536,2.2798430919647217,4.531240463256836,0.4386926591396332,0.030516747385263443,0.776752233505249,4.026785850524902
25,0.06444224715232849,0.006885776296257973,2.7240757942199707,0.33139514923095703,1.64730966091156,4.531240463256836,7.460052490234375,0.034450773149728775,0.5988245606422424,10.078917503356934,0.06417632848024368,0.009232752025127411,2.221555471420288,0.37305253744125366,2.975273370742798,4.531270980834961,6.565248966217041,0.03332152217626572,0.9273121953010559,10.883440971374512
24,0.06244140863418579,0.004027794115245342,2.508498430252075,0.4115671217441559,1.4153273105621338,4.5346879959106445,0.6148335933685303,0.032960422337055206,0.9661422967910767,3.444857358932495,0.06276858597993851,0.0036441697739064693,2.32820987701416,0.4836914837360382,1.5361491441726685,4.5383992195129395,0.6021537184715271,0.02934446558356285,0.9622405171394348,3.6172235012054443
25,0.06354202330112457,0.006131977774202824,2.5201478004455566,0.40368422865867615,1.368972659111023,4.552208423614502,0.6881213188171387,0.029360204935073853,0.9643111228942871,3.4605815410614014,0.06542708724737167,0.008328942582011223,2.439457654953003,0.4530937075614929,1.968783974647522,4.567888259887695,0.6066731810569763,0.02517741359770298,0.9296703934669495,3.991726875305176
26,0.06473303586244583,0.00590146379545331,2.527358293533325,0.36303454637527466,1.3431795835494995,4.571750164031982,0.6039403080940247,0.02740517631173134,0.9636515378952026,3.3071129322052,0.064745232462883,0.00520958611741662,2.558652877807617,0.4167029857635498,1.4861394166946411,4.575530529022217,0.619956910610199,0.025051254779100418,0.9348724484443665,3.4879322052001953
27,0.04445307329297066,0.005713849328458309,2.6079354286193848,0.35976630449295044,1.315876841545105,4.589545249938965,0.6865516304969788,0.024522412568330765,0.9680710434913635,6.012889385223389,0.037259601056575775,0.0036537146661430597,2.540027379989624,0.3363598585128784,1.3960576057434082,4.603088855743408,0.6130406856536865,0.024632582440972328,0.9582127928733826,5.909243583679199
28,0.03975754603743553,0.00428377278149128,2.6228880882263184,0.3856603801250458,1.356961727142334,4.620053768157959,0.6222098469734192,0.02261904627084732,4.934148788452148,9.988527297973633,0.03986455127596855,0.004242809489369392,2.6506857872009277,0.43440133333206177,1.2707101106643677,4.630614757537842,0.5970717072486877,0.021634938195347786,4.796114921569824,9.814726829528809
29,0.05415981262922287,0.010993823409080505,2.55442214012146,0.3178535997867584,1.271580457687378,0.7190272808074951,0.6766127347946167,0.021008018404245377,1.9232031106948853,4.940279006958008,0.04959603771567345,0.007753280457109213,2.4535372257232666,0.47784292697906494,1.2415764331817627,0.6469772458076477,5.835813999176025,0.0486423522233963,1.7786144018173218,10.03722095489502
30,0.05747068300843239,0.008519812487065792,2.539625406265259,0.31000789999961853,1.2658841609954834,0.6450076103210449,0.6147980093955994,0.019252194091677666,1.9059083461761475,4.769376754760742,0.053850989788770676,0.007209217641502619,2.300773859024048,0.28560781478881836,1.0860921144485474,0.6430854201316833,0.5969622731208801,0.019263578578829765,1.7921113967895508,4.430331707000732
31,0.058181215077638626,0.012248273007571697,2.5148258209228516,0.29760050773620605,1.19553804397583,0.6138991117477417,0.6811811923980713,0.017498480156064034,1.9054514169692993,4.723417282104492,0.05286214500665665,0.017800942063331604,2.4880173206329346,0.6034792065620422,1.6755039691925049,0.5917017459869385,10.838129997253418,0.03919355943799019,2.002688407897949,15.768498420715332
32,0.05617757886648178,0.010344420559704304,2.482116937637329,0.2905206084251404,1.2269036769866943,0.5902833342552185,0.6524829268455505,0.01642298512160778,1.9016573429107666,4.688615322113037,0.050668489187955856,0.007825578562915325,2.527984380722046,0.632448136806488,1.3435903787612915,0.5888264179229736,0.7528027296066284,0.016792992129921913,1.9012107849121094,5.243497371673584
33,0.05798003450036049,0.013302848674356937,2.4970881938934326,0.2760918438434601,1.1921888589859009,0.5751423239707947,0.6716411113739014,0.015577297657728195,1.8929266929626465,4.636871814727783,0.05005582422018051,0.012684022076427937,2.3053152561187744,0.3881443738937378,1.2500098943710327,0.5630266666412354,6.77040958404541,0.007977962493896484,2.1505966186523438,11.142847061157227
34,0.058215733617544174,0.009847291745245457,2.4952914714813232,0.26521724462509155,1.1351646184921265,0.5619944334030151,0.6749532222747803,0.014507991261780262,1.870543122291565,4.532227039337158,0.062021300196647644,0.009414779022336006,2.5291433334350586,0.3654623031616211,1.2299036979675293,0.5609686374664307,0.6755086779594421,0.03380870819091797,1.998510479927063,4.873577117919922
35,0.05862860754132271,0.013566911220550537,2.5066001415252686,0.24262923002243042,1.1219905614852905,0.5529351830482483,0.6810258030891418,0.013502146117389202,1.8840069770812988,4.5096588134765625,0.052916135638952255,0.009775964543223381,2.428335666656494,0.44034892320632935,1.2626687288284302,0.545814573764801,6.648019313812256,0.011766944080591202,1.939382791519165,10.857776641845703
36,0.05909750238060951,0.010141740553081036,2.4800314903259277,0.2592301070690155,1.1202164888381958,0.5449528694152832,0.6157429218292236,0.012613637372851372,1.8806962966918945,4.443594932556152,0.05130917578935623,0.008702903054654598,2.304546594619751,0.3482629358768463,1.372552514076233,0.5441681742668152,0.676910400390625,0.0073885428719222546,1.7905247211456299,4.748509407043457
